cycle,i_ball_x,i_ball_y,i_ball_speed,i_ball_vel_angle,i_ball_r,i_ball_t,i_pass_origin_x,i_pass_origin_y,i_ball_dist_to_origin,i_expected_receive_position_x,i_expected_receive_position_y,i_receiver_x,i_receiver_y,i_receiver_unum,i_receiver_r,i_receiver_t,i_receiver_relative_to_ball_x,i_receiver_relative_to_ball_y,i_receiver_relative_to_ball_r,i_receiver_relative_to_ball_t,i_player_1_x,i_player_1_y,i_player_2_x,i_player_2_y,i_player_3_x,i_player_3_y,i_player_4_x,i_player_4_y,i_player_5_x,i_player_5_y,i_player_6_x,i_player_6_y,i_player_7_x,i_player_7_y,i_player_8_x,i_player_8_y,i_player_9_x,i_player_9_y,i_player_10_x,i_player_10_y,i_player_11_x,i_player_11_y,o_receive_position_x,o_receive_position_y,o_pass_distance
1705,-47.8891,-20.0919,1.08427,62.4208,51.9331,-157.239,-50.1754,-24.5797,5.03662,-46.0547,-16.58,-42.9579,-14.0378,11,45.1934,-161.904,4.9312,6.0541,7.80826,50.8364,49.3839,0.503985,0.210311,-1.2157,1.27129,-16.117,-11.5925,7.81944,0.10879,-27.2734,-18.1729,-13.9825,-17.8535,-0.755478,-14.5853,-21.9897,-46.2096,10.2543,-50.2948,-25.6905,-42.9579,-14.0378,-46.1039,-16.5969,3.92453
1706,-47.37,-19.1446,1.01534,61.2808,51.0924,-157.994,-50.1754,-24.5797,6.11642,-45.9924,-16.6304,-43.6337,-14.5383,11,45.992,-161.572,3.7363,4.6063,5.9311,50.9535,49.3839,0.503985,-0.209078,-1.0965,1.12583,-15.9912,-11.7898,8.24808,0.10879,-27.2734,-18.3065,-13.8796,-18.0473,-0.792301,-14.726,-21.9421,-46.2476,10.2096,-50.1213,-25.5348,-43.6337,-14.5383,-46.1039,-16.5969,2.84496
1707,-46.9031,-18.2525,0.946472,62.3728,50.3295,-158.736,-50.1754,-24.5797,7.1233,-46.0516,-16.6257,-44.4257,-15.1098,11,46.9249,-161.216,2.4774,3.1427,4.00176,51.7512,49.3839,0.503985,-0.41846,-1.03818,0.916533,-15.7286,-12.0399,8.8127,0.10879,-27.2734,-18.4555,-13.7705,-18.235,-0.809234,-14.8723,-21.8925,-46.2674,10.1885,-49.9625,-25.3664,-44.4257,-15.1098,-46.1039,-16.5969,1.8384
1708,-46.4907,-17.4003,0.889947,64.1739,49.6403,-159.48,-50.1754,-24.5797,8.06975,-46.103,-16.5992,-45.2256,-15.7473,11,47.8887,-160.802,1.2651,1.653,2.08156,52.5719,49.3839,0.503985,-0.523227,-1.01719,0.81451,-15.608,-12.1193,8.99272,0.10879,-27.2734,-18.6108,-13.672,-18.4176,-0.833167,-15.0138,-21.8427,-46.277,10.1779,-49.7986,-25.1949,-45.2256,-15.7473,-46.1039,-16.5969,0.891665
1709,-46.1039,-16.5969,0,0,49.0003,-160.202,-50.1754,-24.5797,8.96115,-46.1039,-16.5969,-45.587,-16.0569,11,48.3322,-160.596,0.5169,0.54,0.74752,46.2521,49.3839,0.503985,-0.573703,-1.00437,0.6132,-15.324,-12.1421,9.05189,0.10879,-27.2734,-18.7559,-13.5909,-18.6182,-0.866593,-15.1515,-21.7938,-46.2669,9.77253,-49.6407,-25.0272,-45.587,-16.0569,-46.1039,-16.5969,0
1711,-46.9981,-15.4446,0.667769,128.168,49.4708,-161.808,-46.9981,-15.4446,0,-48.1633,-13.9622,-45.8243,-16.2487,11,48.6198,-160.476,1.1738,-0.8041,1.42281,-34.4127,49.3839,0.503985,-0.610904,-0.993272,0.462027,-15.1114,-12.1514,9.07737,0.10879,-27.2734,-19.0347,-13.409,-18.9997,-0.941016,-15.4191,-21.7068,-46.2524,9.48967,-49.2978,-24.7062,-45.8243,-16.2487,-48.2505,-13.8714,2.01084
1712,-47.4411,-14.9086,0.653593,129.569,49.7285,-162.554,-46.9981,-15.4446,0.695374,-48.2488,-13.9312,-46.2825,-15.9017,11,48.9381,-161.038,1.1586,-0.9931,1.52598,-40.6017,49.3839,0.503985,-0.954098,-1.07395,0.436051,-15.0774,-12.1518,9.07929,0.10879,-27.2734,-19.1774,-13.309,-19.1928,-0.983478,-15.5534,-21.6628,-46.2711,9.06345,-49.2236,-24.6401,-46.2825,-15.9017,-48.2505,-13.8714,1.31564
1713,-47.8582,-14.374,0.637432,127.965,49.9702,-163.283,-46.9981,-15.4446,1.3733,-48.2503,-13.8715,-46.9903,-15.4546,11,49.4665,-161.795,0.8679,-1.0806,1.38598,-51.2298,49.3839,0.503985,-1.13023,-1.12593,0.424727,-15.0606,-12.152,9.07996,-0.265591,-27.1793,-19.3021,-13.2088,-19.3789,-1.01712,-15.6887,-21.6169,-46.2681,8.85883,-49.1336,-24.4993,-46.9903,-15.4546,-48.2505,-13.8714,0.637578
1714,-48.2505,-13.8714,0,0,50.2048,-163.961,-46.9981,-15.4446,2.01084,-48.2505,-13.8714,-47.7382,-14.9236,11,50.0165,-162.64,0.5123,-1.0522,1.17029,-64.0393,49.3839,0.503985,-1.22116,-1.1463,0.419651,-15.0513,-12.152,9.08017,-0.404043,-27.1339,-19.4325,-13.1099,-19.568,-1.04433,-15.8294,-21.5683,-46.2635,8.76683,-49.0333,-24.3302,-47.7382,-14.9236,-48.2505,-13.8714,0
1933,8.93176,8.57328,2.40789,120.5,12.3805,43.8268,8.93176,8.57328,0,4.46605,16.1547,5.37161,17.2257,7,18.0438,72.6806,-3.56015,8.65242,9.35623,112.365,49.3839,0.503985,17.1428,10.7513,10.6918,6.18511,15.8345,22.2174,14.2603,-10.9495,6.29434,9.35089,5.37161,17.2257,-3.82834,-3.35549,-4.08904,29.1861,-9.72816,-20.7658,-8.17436,10.4894,4.89023,16.7326,9.10541
1934,7.75014,10.7532,2.3308,118.46,13.255,54.2186,8.93176,8.57328,2.47957,4.61391,16.5391,5.66309,17.112,7,18.0247,71.6884,-2.08705,6.3588,6.69254,108.171,49.4038,0.760284,17.2885,10.542,10.655,6.23401,15.9725,22.1293,14.4379,-10.9433,6.49304,9.28663,5.66309,17.112,-3.30575,-3.56414,-3.72819,29.1731,-9.06021,-21.0542,-7.49185,10.1565,4.89023,16.7326,6.62815
1935,6.71714,12.884,2.22593,115.864,14.5299,62.4645,8.93176,8.57328,4.84632,4.83336,16.7698,5.43162,16.8307,7,17.6854,72.114,-1.28552,3.9467,4.15078,108.041,49.4155,0.862565,17.3693,10.4342,10.9613,6.01951,15.6105,21.9036,14.5048,-10.9407,6.90226,9.48121,5.43162,16.8307,-2.75629,-3.7749,-3.55143,29.1677,-8.38359,-21.2716,-6.85421,9.78198,4.89023,16.7326,4.2602
1936,5.75314,14.8909,2.09285,115.657,15.9636,68.8758,8.93176,8.57328,7.0722,4.84698,16.7774,5.32429,16.7038,7,17.5318,72.3205,-0.42885,1.8129,1.86293,103.309,49.418,0.90443,17.4045,10.3812,11.4291,5.66554,15.3364,22.028,14.5304,-10.9391,7.38089,9.72755,5.32429,16.7038,-2.1992,-3.98997,-3.72916,28.8836,-7.65108,-21.5548,-6.24093,9.40438,4.89023,16.7326,2.03383
1937,4.89023,16.7326,0,0,17.4326,73.7086,8.93176,8.57328,9.10541,4.89023,16.7326,5.27272,16.643,7,17.4583,72.4211,0.38249,-0.0896,0.392844,-13.1841,49.4194,0.921109,17.1932,10.6349,11.9702,5.19381,15.1025,22.2529,14.5396,-10.9381,7.90072,10.0135,5.27272,16.643,-1.63843,-4.20637,-3.97946,28.8442,-6.86452,-21.8042,-5.95083,9.23659,4.89023,16.7326,0
1938,3.29782,18.5248,2.25363,131.621,18.8161,79.9058,3.29782,18.5248,0,-3.34065,25.9964,-4.2324,28.85,9,29.1588,98.346,-7.53022,10.3252,12.7794,126.103,49.42,0.928029,16.9417,10.9521,12.4642,4.77054,15.0297,22.3287,14.543,-10.9377,8.30942,10.3004,5.2515,16.6148,-1.099,-4.39975,-4.2324,28.85,-6.51436,-21.9209,-5.82956,9.16965,-4.44753,27.5432,11.8879
1939,1.82805,20.2053,2.09857,131.174,20.2878,84.8303,3.29782,18.5248,2.23256,-3.2205,25.9776,-4.48695,28.716,9,29.0644,98.8808,-6.315,8.5107,10.5977,126.576,49.4203,0.930779,16.8325,11.1059,13.072,4.29941,15.0056,22.3512,14.5443,-10.9376,8.47367,10.416,5.24163,16.6008,-0.926818,-4.45921,-4.48695,28.716,-6.36527,-21.9779,-5.77552,9.14109,-4.44753,27.5432,9.65545
1940,0.392636,21.8335,2.04036,131.399,21.837,88.9698,3.29782,18.5248,4.40313,-4.53792,27.4263,-4.60931,28.6505,9,29.0189,99.1395,-5.00195,6.817,8.45523,126.269,49.4204,0.931971,16.6387,11.5341,13.3544,4.05871,14.6471,22.6299,14.1454,-10.8354,8.55059,10.4692,5.13137,16.9681,-0.86867,-4.47489,-4.60931,28.6505,-6.54558,-21.6127,-5.87731,9.56045,-4.44753,27.5432,7.48518
1941,-0.968894,23.3641,1.92563,131.654,23.3842,92.3747,3.29782,18.5248,6.45164,-4.58265,27.4266,-4.67204,28.6183,9,28.9972,99.2719,-3.70315,5.2542,6.42806,125.176,49.4204,0.932418,16.4648,12.0935,13.4999,3.93615,14.1706,23.0027,13.5741,-10.6635,8.24174,10.6449,4.97597,17.4933,-1.15107,-4.19655,-4.67204,28.6183,-6.88212,-21.1461,-6.0217,10.1528,-4.44753,27.5432,5.43744
1942,-2.20721,24.7737,1.76371,131.298,24.8718,95.0913,3.29782,18.5248,8.32791,-4.46539,27.3443,-4.70076,28.6006,9,28.9843,99.3336,-2.49355,3.8269,4.5676,123.088,49.4205,0.932602,16.3006,12.754,13.5733,3.87662,13.7009,23.3859,12.9856,-10.5542,7.77109,10.9291,4.81793,18.0598,-1.5928,-3.83216,-4.70076,28.6006,-7.01414,-20.9351,-6.09498,10.3925,-4.44753,27.5432,3.56219
1943,-3.38156,26.1653,1.71163,130.161,26.3829,97.364,3.29782,18.5248,10.1485,-5.52311,28.703,-5.17162,28.5129,9,28.9781,100.28,-1.79006,2.3476,2.95221,127.326,49.4205,0.932675,16.1203,13.4688,13.6121,3.84976,13.1872,23.7878,12.3405,-10.4258,7.22776,11.2198,4.75606,18.3249,-2.09579,-3.45514,-5.17162,28.5129,-7.079,-20.8392,-6.35299,10.907,-4.44753,27.5432,1.7421
1944,-4.44753,27.5432,0,0,27.9,99.1726,3.29782,18.5248,11.8879,-4.44753,27.5432,-5.39636,28.4876,9,28.9942,100.726,-0.94883,0.9444,1.33872,135.134,49.4205,0.932704,15.9028,14.1794,13.6312,3.83582,12.609,24.1991,11.6849,-10.3184,6.59308,11.4948,4.49963,18.7249,-2.57989,-3.10883,-5.39636,28.4876,-7.49153,-20.5716,-6.69854,11.5229,-4.44753,27.5432,0
1974,-14.6369,30.5104,1.97012,-165.146,33.8397,115.629,-14.6369,30.5104,0,-20.0138,29.0843,-20.8718,29.451,9,36.097,125.325,-6.2349,-1.0594,6.32426,-170.357,49.4205,0.932722,4.63491,18.0705,4.40725,5.44533,-0.164323,29.5034,1.03798,-8.62917,-6.06105,16.3892,-12.2177,31.0953,-11.9417,0.10194,-20.8718,29.451,-18.3046,-16.8249,-21.4097,11.5726,-20.1004,29.1203,5.63757
1975,-16.5841,30.006,1.89086,-165.478,34.284,118.929,-14.6369,30.5104,2.01147,-20.1352,29.0862,-20.5569,29.5049,9,35.9601,124.866,-3.9728,-0.5011,4.00428,-172.811,49.4205,0.932722,4.63491,18.0705,4.40725,5.44533,-0.164323,29.5034,1.03798,-8.62917,-6.06105,16.3892,-12.2177,31.0953,-11.9417,0.10194,-20.5569,29.5049,-18.3046,-16.8249,-21.4097,11.5726,-20.1004,29.1203,3.62613
1976,-18.4328,29.5489,1.79005,-166.11,34.8268,121.956,-14.6369,30.5104,3.91578,-20.1705,29.1192,-20.4141,29.53,9,35.8993,124.656,-1.9813,-0.0189,1.98139,-179.453,49.4205,0.932722,5.00445,18.1076,4.28763,5.06944,0.166962,29.2553,0.650512,-8.66089,-6.34996,16.1196,-12.1522,30.741,-12.3273,0.240977,-20.4141,29.53,-18.3046,-16.8249,-21.7089,11.9447,-20.1004,29.1203,1.7218
1977,-20.1004,29.1203,0,0,35.3839,124.616,-14.6369,30.5104,5.63757,-20.1004,29.1203,-20.3452,29.5441,9,35.8717,124.553,-0.2448,0.4238,0.489422,120.012,49.4205,0.932722,5.18904,18.1258,4.24056,4.8765,0.625515,28.9116,0.0706997,-8.71658,-6.72379,15.7569,-12.0654,30.2416,-12.8365,0.405163,-20.3452,29.5441,-18.3046,-16.8249,-22.0871,12.4674,-20.1004,29.1203,0
1988,-23.6471,32.0011,0.623422,163.076,39.7901,126.462,-23.6471,32.0011,0,-25.8265,32.6643,-22.2614,31.2998,9,38.4089,125.422,1.3857,-0.7013,1.55306,-26.8439,49.4205,0.932722,5.35534,18.1319,3.94796,4.22213,1.38739,28.3996,-1.48441,-8.32366,-8.35431,14.8122,-12.5996,25.8217,-18.4566,2.48908,-22.2614,31.2998,-21.1537,-17.0031,-24.9113,16.9239,-24.8071,32.3588,1.2139
1989,-24.25,32.1868,0.593013,162.879,40.2995,126.995,-23.6471,32.0011,0.630851,-25.8502,32.6797,-22.8221,31.526,9,38.9196,125.901,1.4279,-0.6608,1.57339,-24.8336,49.4205,0.932722,5.35537,18.1319,3.9479,4.22201,1.38739,28.3996,-1.7795,-8.20247,-8.5864,14.8864,-13.0581,25.6717,-19.0531,2.68528,-22.8221,31.526,-21.2922,-16.9136,-24.9757,17.0148,-24.8071,32.3588,0.583048
1990,-24.8071,32.3588,0,0,40.7736,127.475,-23.6471,32.0011,1.2139,-24.8071,32.3588,-23.5308,31.7554,9,39.5235,126.539,1.2763,-0.6034,1.41175,-25.3035,49.4205,0.932722,5.35539,18.1319,3.94786,4.22194,0.941537,28.478,-2.06642,-7.82383,-8.679,14.9208,-13.5759,25.4845,-19.642,2.87147,-23.5308,31.7554,-21.3555,-16.8676,-25.4496,17.1014,-24.8071,32.3588,0
1998,-30.3062,32.2983,1.35694,-173.266,44.2905,133.177,-30.3062,32.2983,0,-44.9212,30.5727,-28.4024,32.2393,9,42.9659,131.38,1.9038,-0.059,1.90471,-1.77507,49.4205,0.932722,5.35541,18.1319,3.00682,3.88504,0.0404074,28.6262,-4.02831,-7.96061,-12.0051,16.0297,-17.5222,25.6451,-24.1998,4.57906,-28.4024,32.2393,-25.2809,-15.8079,-30.0262,16.9127,-41.8891,30.7817,11.6818
1999,-31.6808,32.1905,1.29612,-175.518,45.1653,134.543,-30.3062,32.2983,1.37882,-45.6947,31.092,-29.0731,32.1351,9,43.3349,132.136,2.6077,-0.0554,2.60829,-1.21705,49.4205,0.932722,5.35541,18.1319,2.80806,3.81211,0.0403425,28.6262,-4.04998,-7.96455,-12.3902,16.1066,-17.7856,25.6155,-24.3831,4.62976,-29.0731,32.1351,-25.3518,-15.7991,-30.7802,16.809,-41.8891,30.7817,10.3051
2000,-32.9555,32.0428,1.20616,-173.39,45.9653,135.804,-30.3062,32.2983,2.66159,-45.0309,30.6436,-29.9188,32.0243,9,43.8257,133.053,3.0367,-0.0185,3.03676,-0.34905,49.4205,0.932722,5.35541,18.1319,2.38171,3.53781,0.0403215,28.6262,-4.43509,-7.96541,-12.9052,16.185,-18.2941,25.6191,-24.8362,4.54889,-29.9188,32.0243,-25.8184,-15.632,-31.5696,16.7141,-41.8891,30.7817,9.02217
2001,-34.1126,31.89,1.09712,-172.476,46.6973,136.929,-30.3062,32.2983,3.82824,-44.1307,30.5668,-30.8195,31.9334,9,44.38,133.983,3.2931,0.0434,3.29339,0.755061,49.4205,0.932722,5.35541,18.1319,1.83068,3.1868,0.0403148,28.6262,-4.94248,-7.97875,-13.5102,16.2233,-18.9179,25.5606,-25.3769,4.47424,-30.8195,31.9334,-26.4424,-15.4128,-32.3303,16.656,-41.8891,30.7817,7.85508
2002,-35.198,31.7156,1.03336,-170.874,47.3791,137.979,-30.3062,32.2983,4.92638,-44.1098,30.284,-31.7888,31.8113,9,44.9721,134.98,3.4092,0.0957,3.41054,1.60793,49.4205,0.932722,5.08998,17.8407,1.23568,2.78219,0.0403127,28.6262,-5.56476,-8.0073,-14.1979,16.2524,-19.5744,25.4656,-25.9368,4.36496,-31.7888,31.8113,-27.1924,-15.2056,-33.1201,16.5632,-41.8891,30.7817,6.75596
2003,-36.1701,31.5548,0.926272,-170.608,47.9998,138.899,-30.3062,32.2983,5.91085,-43.1974,30.3924,-32.7387,31.7163,9,45.5823,135.909,3.4314,0.1615,3.4352,2.69466,49.4205,0.932722,4.69429,17.4083,0.591229,2.34016,0.0403121,28.6262,-6.2,-8.05263,-14.9115,16.3253,-20.2683,25.4048,-26.5707,4.258,-32.7387,31.7163,-27.9587,-14.9202,-33.9131,16.468,-41.8891,30.7817,5.77102
2004,-37.0453,31.4193,0.832435,-171.2,48.575,139.698,-30.3062,32.2983,6.79618,-42.8998,30.513,-33.7233,31.7114,9,46.2912,136.761,3.322,0.2921,3.33482,5.02503,49.4205,0.932722,4.21565,16.8999,0.291966,2.13716,0.0403119,28.6262,-6.84539,-8.0936,-15.6137,16.3888,-21.0161,25.3576,-27.1861,4.17513,-33.7233,31.7114,-28.7191,-14.6653,-34.7532,16.3449,-41.8891,30.7817,4.88558
2005,-37.8667,31.2892,0.781774,-170.997,49.1213,140.433,-30.3062,32.2983,7.62755,-42.3905,30.5724,-34.7666,31.7221,9,47.0639,137.622,3.1001,0.4329,3.13018,7.94942,49.4205,0.932722,3.73524,16.3918,0.152981,2.02369,0.0403118,28.6262,-7.50588,-8.09525,-16.3536,16.435,-21.7028,25.2702,-27.7945,4.08884,-34.7666,31.7221,-29.4674,-14.4211,-35.5831,16.2455,-41.8891,30.7817,4.05429
2006,-38.6329,31.1992,0.725197,-173.3,49.6577,141.076,-30.3062,32.2983,8.39893,-42.3557,30.7618,-35.7784,31.6873,9,47.7931,138.47,2.8545,0.4881,2.89593,9.70334,49.4205,0.932722,3.49885,16.1417,0.0798442,1.9673,0.0403118,28.6262,-8.10915,-8.13899,-17.1004,16.4253,-22.3918,25.2289,-28.395,4.00455,-35.7784,31.6873,-30.2303,-14.1599,-36.3771,16.1488,-41.8891,30.7817,3.28286
2007,-39.3599,31.1143,0.68798,-173.342,50.1727,141.673,-30.3062,32.2983,9.13079,-42.3905,30.7606,-36.812,31.5994,9,48.5144,139.357,2.5479,0.4851,2.59367,10.7796,49.4205,0.932722,3.38863,16.016,0.0447195,1.93967,0.0403118,28.6262,-8.69961,-8.16378,-17.7525,16.4163,-23.0774,25.1767,-28.9555,3.90736,-36.812,31.5994,-30.99,-13.9157,-37.1738,16.0197,-41.8891,30.7817,2.55098
2008,-40.0421,31.0382,0.645259,-173.631,50.663,142.219,-30.3062,32.2983,9.81711,-42.3854,30.7766,-37.8202,31.5932,9,49.2798,140.126,2.2219,0.555,2.29017,14.0247,49.4205,0.932722,3.33548,15.9506,0.0282247,1.92657,0.0403118,28.6262,-9.32478,-8.12908,-18.3991,16.4193,-23.8039,25.1858,-29.5751,3.8574,-37.8202,31.5932,-31.7327,-13.6631,-37.9756,15.8986,-41.8891,30.7817,1.86473
2009,-40.6948,30.9492,0.619208,-172.239,51.1265,142.746,-30.3062,32.2983,10.4758,-42.4272,30.7131,-38.8106,31.556,9,50.0204,140.886,1.8842,0.6068,1.9795,17.851,49.4205,0.932722,3.30874,15.9174,0.0201689,1.92,0.0403118,28.6262,-9.557,-8.13527,-19.0283,16.4842,-24.5337,25.1587,-30.1657,3.77291,-38.8106,31.556,-32.4713,-13.4528,-38.7467,15.8084,-41.8891,30.7817,1.20599
2010,-41.2994,30.8645,0.573875,-172.025,51.5583,143.228,-30.3062,32.2983,11.0863,-42.402,30.71,-39.7881,31.5033,9,50.7499,141.629,1.5113,0.6388,1.64076,22.9129,49.4205,0.932722,3.29641,15.9007,0.0163512,1.91679,0.0403118,28.6262,-9.64735,-8.13865,-19.6767,16.5176,-25.2763,25.1937,-30.7937,3.65694,-39.7881,31.5033,-33.2288,-13.2499,-39.5112,15.7325,-41.8891,30.7817,0.595485
2011,-41.8891,30.7817,0,0,51.9828,143.69,-30.3062,32.2983,11.6818,-41.8891,30.7817,-40.7311,31.488,9,51.4832,142.293,1.158,0.7063,1.3564,31.3803,49.4205,0.932722,3.29093,15.8927,0.0146602,1.91515,0.0403118,28.6262,-9.89831,-7.83875,-20.3616,16.5733,-25.6605,25.2144,-31.3963,3.55579,-40.7311,31.488,-33.9743,-13.1033,-40.2656,15.6708,-41.8891,30.7817,0
2015,-44.6394,30.0037,0.797624,-159.667,53.7857,146.094,-44.6394,30.0037,0,-48.5053,28.5711,-43.402,31.3078,9,53.5155,144.195,1.2374,1.3041,1.79773,46.5033,49.4205,0.932722,3.28589,15.8861,0.0130684,1.91361,0.0403118,28.6262,-10.3268,-7.37678,-22.2145,16.778,-27.0777,25.5581,-31.6644,3.51158,-43.402,31.3078,-36.9345,-12.3104,-42.0622,15.5363,-47.4103,28.9493,2.96473
2016,-45.3962,29.7152,0.761348,-159.13,54.2569,146.792,-44.6394,30.0037,0.809925,-48.5512,28.5123,-43.9206,31.0239,9,53.7727,144.764,1.4756,1.3087,1.97233,41.5696,49.4205,0.932722,3.28573,15.8859,0.0130205,1.91356,0.0403118,28.6262,-10.4332,-7.27122,-22.5387,16.7378,-27.5518,25.4723,-31.6665,3.51106,-43.9206,31.0239,-37.6419,-12.017,-42.1081,15.5339,-47.4103,28.9493,2.15481
2017,-46.12,29.4559,0.722739,-160.293,54.7239,147.434,-44.6394,30.0037,1.57869,-48.6063,28.5653,-44.6735,30.6661,9,54.1861,145.532,1.4465,1.2102,1.88599,39.9172,49.4205,0.932722,3.28565,15.8858,0.0129944,1.91354,0.0403118,28.6262,-10.4722,-7.2328,-22.8977,16.6143,-28.0701,25.3054,-32.0717,3.46447,-44.6735,30.6661,-38.336,-11.8028,-42.4761,15.213,-47.4103,28.9493,1.38619
2018,-46.791,29.2061,0.672964,-159.578,55.1579,148.028,-44.6394,30.0037,2.29468,-48.0145,28.7505,-45.4865,30.1909,9,54.5941,146.426,1.3045,0.9848,1.63449,37.0501,49.4205,0.932722,3.28561,15.8858,0.0129817,1.91353,0.0403118,28.6262,-10.486,-7.21817,-23.2579,16.4726,-28.6376,25.0965,-32.6123,3.40268,-45.4865,30.1909,-39.0676,-11.5784,-42.9943,14.7719,-47.4103,28.9493,0.670432
2019,-47.4103,28.9493,0,0,55.55,148.591,-44.6394,30.0037,2.96473,-47.4103,28.9493,-46.3203,29.7057,9,55.0273,147.328,1.09,0.7564,1.32674,34.7585,49.4205,0.932722,3.2856,15.8858,0.0129747,1.91352,0.0403118,28.6262,-10.4905,-7.21313,-23.6036,16.317,-28.8999,25.0148,-33.1956,3.3395,-46.3203,29.7057,-39.8216,-11.3598,-43.2078,14.5871,-47.4103,28.9493,0
2181,3.82231,0.432011,1.75348,6.6279,3.84665,6.44841,3.82231,0.432011,0,12.8252,1.47812,16.075,4.61147,2,16.7234,16.0067,12.2527,4.17946,12.9459,18.8348,49.4139,-0.222042,16.075,4.61147,16.4274,-3.48615,9.75775,14.9795,11.3455,-13.5371,1.20652,0.121741,1.28362,6.84351,0.36615,-6.5716,1.31303,19.8093,1.40601,-23.6148,0.619635,-0.00303923,15.1885,1.6714,11.4336
2182,5.56485,0.63832,1.64943,6.75214,5.60134,6.54355,3.82231,0.432011,1.75471,14.0314,1.64072,16.075,4.61147,2,16.7234,16.0067,10.5101,3.97315,11.2361,20.7081,49.4139,-0.222042,16.075,4.61147,16.8171,-3.48844,9.75775,14.9795,11.3455,-13.5371,1.60034,0.113785,1.28362,6.84351,0.36615,-6.5716,1.45701,20.2125,1.40601,-23.6148,1.02333,-0.0507221,15.1885,1.6714,9.67894
2183,7.19552,0.828355,1.54321,6.64711,7.24304,6.56704,3.82231,0.432011,3.39641,13.9936,1.62058,16.2678,4.12038,2,16.7815,14.2132,9.07228,3.29202,9.6511,19.9441,49.4139,-0.222042,16.2678,4.12038,17.4112,-3.54163,10.2095,14.9937,11.7718,-13.4966,1.96364,0.0711273,1.56492,7.07158,0.717243,-6.78589,1.65835,20.7777,1.40601,-23.6148,1.00316,-0.0493149,15.1885,1.6714,8.03732
2184,8.74682,0.99161,1.46627,6.00754,8.80285,6.4679,3.82231,0.432011,4.9562,14.0754,1.55238,16.5396,3.35966,2,16.8774,11.4822,7.79278,2.36805,8.14464,16.9028,49.4139,-0.222042,16.5396,3.35966,18.1086,-3.60429,10.7921,15.0397,12.3143,-13.4221,2.49586,-0.0421436,1.96402,7.40075,1.18205,-7.00116,1.87609,21.4261,1.40601,-23.6148,1.43021,0.0878124,15.1885,1.6714,6.47745
2185,10.1927,1.16769,1.36917,6.94313,10.2594,6.53539,3.82231,0.432011,6.41273,15.1592,1.7725,16.6865,3.00005,2,16.954,10.1923,6.4938,1.83236,6.74737,15.7575,49.4139,-0.222042,16.6865,3.00005,18.8587,-3.72468,11.3798,15.0611,12.9085,-13.3362,3.07785,-0.105514,2.482,7.82797,1.65861,-7.24635,2.11286,22.1227,1.7176,-23.8807,2.01386,0.328927,15.1885,1.6714,5.02113
2186,11.5441,1.31144,1.27748,6.07217,11.6184,6.48116,3.82231,0.432011,7.77171,15.1309,1.693,16.7557,2.82268,2,16.9918,9.56232,5.2116,1.51124,5.42629,16.1709,49.4139,-0.222042,16.7557,2.82268,19.5858,-3.82269,12.0423,15.1508,13.5222,-13.2458,3.68178,-0.153521,2.73475,8.03368,2.21386,-7.54219,2.37098,22.8051,1.86666,-24.0099,2.69303,0.56098,15.1885,1.6714,3.66213
2187,12.8498,1.42837,1.23231,5.11683,12.9289,6.3429,3.82231,0.432011,9.08231,15.231,1.64159,16.32,2.4904,2,16.5089,8.67629,3.4702,1.06203,3.62908,17.0164,49.4139,-0.222042,16.32,2.4904,19.9241,-3.88753,12.6825,15.2493,14.1464,-13.1554,4.3147,-0.15375,3.19779,8.25967,2.74373,-7.82538,2.63149,23.4635,1.93436,-24.0687,3.38851,0.80858,15.1885,1.6714,2.35129
2188,14.0614,1.53035,1.14288,4.8116,14.1444,6.21125,3.82231,0.432011,10.2978,15.2003,1.62621,15.8677,2.19641,2,16.019,7.88081,1.8063,0.66606,1.92519,20.2411,49.4139,-0.222042,15.8677,2.19641,20.4915,-3.81291,13.3362,15.3676,14.7716,-13.0639,4.97504,-0.217794,3.77901,8.50868,3.27789,-8.10612,2.77454,23.7594,1.96363,-24.0936,4.06121,1.08923,15.1885,1.6714,1.13589
2189,15.1885,1.6714,0,0,15.2802,6.27978,3.82231,0.432011,11.4336,15.1885,1.6714,15.6569,2.03547,2,15.7887,7.40717,0.4684,0.36407,0.59325,37.8566,49.4139,-0.222042,15.6569,2.03547,21.1225,-3.73281,13.9979,15.3743,15.3564,-12.9627,5.59857,-0.258475,4.3843,8.74668,3.84486,-8.41961,2.84704,23.9075,1.97805,-24.1052,4.47755,1.21766,15.1885,1.6714,0
2191,12.7696,1.90866,1.90719,-178.388,12.9115,8.50101,12.7696,1.90866,0,7.38658,1.75717,4.71927,1.30175,11,4.89551,15.4208,-8.05033,-0.60691,8.07317,-175.689,49.4139,-0.222042,15.5029,1.91624,22.3756,-3.55422,14.9632,15.4376,16.2143,-12.8625,6.34302,-0.36711,5.26077,9.13405,4.34614,-8.60072,2.90517,24.023,1.98713,-24.113,4.71927,1.30175,7.57053,1.72009,5.20249
